Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Age,day_engaged,cluster
0,0,62307.0,1,160,0,9,69,318,1
0,1,43641.0,2,139,0,10,52,619,1
0,0,63841.0,1,908,0,22,53,620,2
0,1,46891.0,1,183,0,8,56,722,1
0,1,70091.0,1,1161,1,19,52,641,2
0,1,78075.0,0,988,0,14,49,242,2
0,0,59184.0,1,1072,0,27,60,844,2
0,1,54809.0,2,174,0,12,44,418,1
0,1,58113.0,1,758,0,22,62,706,2
0,1,51412.0,1,195,0,11,63,366,1
0,0,15287.0,1,31,2,6,42,813,1
0,1,66636.0,0,1084,0,17,64,502,2
0,1,50965.0,1,685,1,22,65,680,2
0,1,84618.0,0,1672,1,26,56,405,2
0,1,18351.0,0,43,0,6,31,429,1
0,1,40451.0,2,49,1,5,64,319,1
0,1,36317.0,1,133,0,9,56,589,1
0,1,42213.0,1,363,1,15,64,387,1
0,1,65748.0,1,545,0,18,66,626,2
0,1,77044.0,1,1065,1,31,49,431,2
0,1,74918.0,0,2047,1,21,52,394,2
0,1,56721.0,2,296,0,15,49,792,1
0,0,42160.0,2,140,1,11,46,552,1
0,0,61559.0,1,530,0,17,56,533,1
0,1,33629.0,2,152,0,13,58,876,1
0,1,68682.0,0,1598,0,24,30,570,2
0,0,34377.0,1,114,0,8,58,712,1
1,0,8940.0,1,101,0,10,35,862,3
0,1,26228.0,1,25,0,4,48,466,1
0,0,77297.0,0,789,1,22,64,705,2
0,1,40211.0,2,87,1,7,40,520,1
0,0,33438.0,2,90,0,11,63,466,1
0,1,75032.0,1,1215,0,20,62,613,2
0,0,61284.0,0,811,1,22,66,387,2
0,1,22518.0,1,61,2,7,35,801,1
0,1,54730.0,1,405,0,18,46,504,1
0,1,38452.0,2,72,0,9,66,277,1
0,0,44421.0,2,189,0,14,50,685,1
0,1,38197.0,1,40,0,5,35,551,1
0,0,41986.0,1,63,0,10,43,121,1
0,1,28427.0,1,52,0,7,38,651,1
0,1,37395.0,1,39,0,5,45,330,1
0,1,64722.0,1,805,0,25,50,220,2
0,1,55249.0,1,130,0,8,65,259,1
0,1,84906.0,0,1631,3,24,49,631,2
0,1,28691.0,1,34,0,5,32,634,1
0,0,44213.0,2,152,0,12,69,398,1
1,0,25707.0,1,21,0,5,37,348,3
0,1,59062.0,3,71,0,7,54,662,1
0,0,76624.0,1,899,1,23,59,222,2
0,1,66000.0,0,711,0,10,74,256,2
0,1,27683.0,1,351,0,16,43,998,1
0,0,1730.0,0,8,0,15,50,228,1
1,0,7500.0,1,119,0,11,29,1025,3
0,1,40521.0,2,21,0,4,53,607,1
0,1,20427.0,1,10,0,4,48,283,1
0,1,65106.0,1,973,1,27,46,222,2
0,1,69969.0,0,1536,3,13,56,492,2
0,1,67433.0,2,992,1,28,69,534,2
0,1,77766.0,1,1529,2,34,54,678,2
0,1,74716.0,1,860,0,17,49,388,2
0,0,68118.0,1,928,0,23,58,440,2
0,1,55158.0,2,418,1,18,51,885,1
0,1,62972.0,1,587,1,16,66,1029,2
0,1,74190.0,1,641,0,19,46,27,2
0,1,39356.0,2,23,1,4,45,288,1
0,1,76653.0,0,2279,2,23,52,503,2
0,0,35860.0,2,49,1,6,48,227,1
0,0,90687.0,0,1779,2,17,38,589,2
0,1,73450.0,0,1804,2,27,39,599,2
0,1,31454.0,2,48,0,8,61,573,1
0,0,47139.0,2,83,1,7,69,212,1
0,0,83829.0,0,1862,4,17,46,509,2
0,1,53378.0,2,793,1,29,58,829,2
0,1,19656.0,1,84,0,9,51,517,1
0,1,45579.0,1,183,0,10,73,499,1
0,0,85485.0,0,1383,0,19,63,194,2
0,1,55956.0,0,999,1,16,77,181,2
0,0,64191.0,1,825,0,24,58,709,2
0,0,38808.0,1,246,2,14,49,858,1
0,1,57183.0,2,610,0,25,55,653,2
0,0,23748.0,1,76,0,9,53,771,1
0,1,66303.0,1,1286,1,22,50,674,2
0,1,37368.0,1,30,1,4,46,381,1
0,1,40800.0,3,99,0,8,57,730,1
0,0,71847.0,0,1192,1,22,43,832,2
0,1,46149.0,1,362,0,18,46,398,1
0,1,78687.0,0,2130,2,19,38,845,2
0,0,49118.0,0,1229,3,28,50,866,2
0,1,37633.0,2,38,0,6,64,833,1
0,1,39767.0,0,485,0,17,70,529,2
1,1,26997.0,0,434,0,13,70,965,3
0,0,33986.0,1,44,0,5,51,658,1
0,1,57091.0,1,496,2,18,49,769,2
0,1,46831.0,2,78,0,7,52,513,1
0,1,83151.0,0,2346,4,23,49,456,2
0,1,52531.0,0,794,0,21,50,732,2
0,1,15759.0,0,17,0,4,65,602,1
0,0,22804.0,1,26,0,5,50,519,1
0,1,43050.0,1,76,0,8,48,289,1
0,0,42997.0,2,15,0,4,44,538,1
0,0,48918.0,2,62,0,7,58,28,1
0,1,60033.0,1,198,0,10,67,278,1
0,1,34043.0,1,49,0,5,43,433,1
0,1,57811.0,1,802,1,25,55,556,2
0,1,78569.0,0,1736,2,15,75,316,2
0,0,7500.0,2,57,0,10,43,735,1
0,1,157733.0,1,59,0,2,50,635,2
0,1,94384.0,0,2302,4,18,68,638,2
0,1,23148.0,0,37,0,6,36,317,1
0,0,44267.0,2,310,0,16,51,675,1
0,1,71626.0,0,1305,1,19,42,1086,2
0,1,60894.0,1,832,0,26,55,552,2
0,1,50200.0,2,401,0,19,45,668,1
0,1,81051.0,0,1501,2,23,56,223,2
0,1,65169.0,0,1189,5,28,39,352,2
0,1,59868.0,1,1194,0,32,49,528,2
0,1,65695.0,1,656,0,21,61,335,2
0,0,64857.0,0,1540,0,23,65,769,2
0,1,45143.0,1,311,0,15,56,493,1
0,1,74805.0,1,820,0,26,66,569,2
0,1,59060.0,1,274,0,14,32,61,1
0,0,27238.0,2,57,0,9,59,621,1
0,1,47009.0,1,448,0,17,56,721,1
0,1,46094.0,2,44,0,5,48,87,1
0,1,40321.0,2,102,0,8,49,521,1
0,1,37235.0,1,61,0,5,37,364,1
0,1,81843.0,0,1643,0,27,61,619,2
0,1,46692.0,1,397,0,15,63,574,1
0,1,77382.0,1,1121,1,26,53,184,2
0,0,37774.0,2,473,2,16,44,1028,1
1,1,18393.0,1,50,0,8,47,278,3
0,1,72828.0,1,1678,0,28,59,686,2
0,1,24711.0,0,58,0,7,39,258,1
0,1,45503.0,1,170,0,9,46,463,1
0,0,6560.0,0,373,0,2,39,385,1
0,1,71604.0,0,1196,2,17,76,410,2
0,1,27244.0,1,101,0,8,42,182,1
0,1,48752.0,2,316,1,17,52,750,1
0,1,71434.0,1,1400,2,21,59,470,2
0,0,90842.0,0,1424,0,27,73,521,2
0,1,88097.0,1,844,4,20,43,866,2
0,1,51948.0,1,311,0,13,46,471,1
0,1,71853.0,0,1149,0,17,39,514,2
0,1,35876.0,0,129,0,8,38,256,1
0,0,40049.0,1,32,0,5,69,442,1
0,0,39660.0,1,299,1,14,39,876,1
0,1,50127.0,1,320,1,13,59,217,1
0,1,43263.0,1,441,0,16,44,771,1
0,1,62845.0,2,1178,2,28,72,1087,2
0,1,18929.0,0,85,0,6,31,684,1
1,0,24367.0,1,24,0,4,39,652,3
0,0,33249.0,1,112,0,8,46,680,1
0,1,26887.0,1,30,0,5,62,456,1
0,1,50150.0,0,410,0,16,38,560,1
0,1,62061.0,1,800,1,24,45,488,2
0,0,85696.0,0,1313,1,20,59,667,2
0,1,76542.0,0,1483,0,23,65,642,2
0,0,70515.0,0,1258,1,17,28,437,2
0,1,18227.0,1,28,0,4,34,873,1
0,1,69139.0,1,227,0,11,56,339,1
0,1,69109.0,0,1555,2,20,39,842,2
0,0,69627.0,1,861,0,23,59,655,2
0,1,38136.0,1,103,1,8,43,619,1
0,0,62159.0,0,634,0,19,75,248,2
0,0,80695.0,0,1918,0,19,58,368,2
0,0,33316.0,2,131,0,10,50,631,1
0,1,58554.0,2,586,0,22,53,827,1
1,1,17256.0,1,62,1,7,29,404,3
0,0,53034.0,2,447,0,22,47,581,1
0,1,52203.0,0,939,0,27,71,884,2
0,0,59601.0,1,797,1,15,44,525,2
0,0,75154.0,1,1143,1,16,63,997,2
0,0,47025.0,1,415,0,17,45,539,1
0,1,37971.0,1,30,0,5,48,402,1
0,0,41335.0,1,187,0,12,53,371,1
0,1,67267.0,1,251,0,11,63,233,1
0,0,57338.0,1,237,0,12,46,247,1
0,1,50523.0,2,91,0,8,61,372,1
0,0,35791.0,3,35,0,6,56,575,1
0,0,50611.0,1,493,1,22,61,996,2
0,1,56242.0,1,971,0,28,52,669,2
0,0,48904.0,1,371,0,17,61,1054,1
0,0,56243.0,3,396,0,20,46,367,1
0,1,21355.0,1,68,2,7,36,499,1
0,1,57420.0,1,322,1,15,50,555,1
0,1,52247.25135379061,1,317,0,14,51,727,1
0,0,46390.0,1,222,0,10,66,241,1
0,1,54342.0,2,177,0,12,65,665,1
0,1,52247.25135379061,2,45,0,5,63,1028,1
0,0,52247.25135379061,2,21,0,4,57,31,1
0,1,20895.0,1,45,0,6,48,935,1
0,1,92344.0,0,1899,2,20,73,351,2
0,1,52247.25135379061,1,42,0,5,49,332,1
0,1,26907.0,2,22,0,6,45,499,1
0,1,44964.0,2,41,0,5,41,746,1
0,1,75507.0,0,1440,0,21,42,330,2
0,1,53761.0,2,325,0,17,49,417,1
0,1,22682.0,1,95,0,10,48,662,1
0,1,38887.0,1,42,0,5,49,332,1
0,0,41658.0,2,72,0,6,46,842,1
0,1,29791.0,1,20,0,7,49,231,1
0,1,63915.0,2,789,0,23,65,520,2
0,0,39996.0,2,15,0,4,47,224,1
0,0,26759.0,1,59,0,8,49,183,1
0,0,63841.0,1,908,0,22,53,620,2
0,1,51039.0,2,417,0,14,52,811,1
0,1,60544.0,2,289,0,15,60,859,1
0,1,65685.0,1,769,0,21,49,278,2
0,1,37716.0,1,188,0,10,68,255,1
0,0,36864.0,1,354,1,14,64,871,1
0,1,44511.0,1,727,0,26,51,752,2
0,1,36947.0,2,146,0,11,54,907,1
0,1,47352.0,1,319,0,16,70,423,1
0,1,67087.0,1,794,0,22,68,380,2
0,1,57045.0,1,454,0,18,71,875,2
0,0,36957.0,2,152,1,11,68,936,1
0,1,69389.0,1,797,0,22,44,825,2
0,1,80134.0,1,1690,4,16,49,591,2
0,1,43142.0,2,20,0,4,52,317,1
0,1,80589.0,0,1428,2,21,77,344,2
0,0,34412.0,1,209,0,11,31,687,1
0,0,57537.0,1,545,0,19,42,452,1
1,1,22634.0,0,96,0,6,55,715,3
0,1,51315.0,0,222,0,10,73,312,1
0,1,36026.0,3,61,0,7,49,291,1
0,1,24639.0,2,44,0,9,48,338,1
0,1,34578.0,3,8,0,4,49,58,1
0,0,65704.0,0,817,0,23,49,445,2
0,0,63810.0,1,1371,1,23,55,781,2
0,1,54132.0,1,42,0,5,52,319,1
0,1,18690.0,0,60,0,5,62,734,1
0,1,28164.0,1,78,0,9,51,636,1
0,1,34596.0,1,23,0,4,47,628,1
0,1,43269.0,1,19,0,4,49,472,1
0,0,38741.0,2,61,0,7,63,277,1
0,0,31907.0,0,449,0,14,49,638,1
0,1,27100.0,1,37,0,5,38,607,1
0,0,31163.0,1,38,0,5,48,322,1
0,1,92533.0,0,1131,2,23,36,378,2
0,0,34853.0,2,34,0,7,48,374,1
0,0,70844.0,2,294,0,17,54,428,1
0,1,31086.0,2,48,1,6,42,636,1
0,1,60544.0,2,289,0,15,60,859,1
0,1,20491.0,0,30,0,4,35,706,1
0,1,42523.0,0,125,0,7,57,253,1
0,1,39922.0,1,156,0,9,38,686,1
0,1,33402.0,2,70,0,9,69,532,1
0,1,36408.0,2,22,0,4,72,467,1
0,1,21645.0,1,65,1,9,42,1028,1
0,0,78427.0,0,1930,2,23,73,799,2
0,1,82657.0,0,2283,2,23,75,461,2
0,1,51876.0,0,310,0,13,63,443,1
0,1,78041.0,0,1319,0,18,50,746,2
0,1,52852.0,1,879,1,26,64,1085,2
0,1,70038.0,0,1244,0,17,39,433,2
0,1,69401.0,1,690,0,17,48,284,2
0,1,46053.0,1,209,0,12,49,683,1
0,1,77343.0,0,1134,0,17,56,117,2
0,0,73892.0,0,1507,1,23,68,414,2
0,0,40304.0,1,57,0,6,54,458,1
0,1,32727.0,0,529,0,17,56,856,1
0,1,68695.0,0,1091,0,16,52,190,2
0,0,43300.0,1,180,1,11,50,810,1
0,1,26290.0,2,77,0,10,49,396,1
0,0,93790.0,0,2349,4,25,51,30,2
0,1,38410.0,0,534,1,18,47,839,2
0,0,64866.0,1,556,1,21,71,340,2
0,1,57957.0,1,637,0,25,62,500,2
0,1,46015.0,2,46,2,5,66,263,1
0,1,16531.0,1,44,0,9,43,197,1
0,1,28072.0,1,47,0,5,35,512,1
0,0,49476.0,1,795,0,22,58,560,2
0,1,50725.0,1,586,0,21,68,687,2
0,1,83844.0,0,1574,1,20,69,392,2
0,1,41145.0,2,13,0,4,71,152,1
0,1,67419.0,1,1471,0,25,51,715,2
0,1,23162.0,2,65,0,8,51,376,1
0,1,34380.0,1,175,0,12,44,695,1
0,0,34704.0,1,40,0,5,55,614,1
0,1,94871.0,2,1078,3,18,52,1088,2
0,1,65148.0,1,1115,0,21,63,776,2
0,1,39898.0,1,134,0,9,67,395,1
0,0,64857.0,0,1540,0,23,65,769,2
0,1,59892.0,1,87,0,7,51,689,1
0,0,41020.0,0,217,0,10,34,430,1
0,1,57072.0,1,1034,1,27,60,342,2
0,0,60474.0,1,1180,0,31,42,727,2
0,1,62807.0,1,819,0,23,61,853,2
0,1,19414.0,1,32,0,5,40,442,1
0,1,19107.0,1,46,0,6,41,497,1
0,1,75484.0,1,1159,0,18,45,1058,2
0,0,70379.0,1,860,0,25,45,669,2
0,1,79419.0,0,1631,0,15,51,193,2
0,1,64014.0,3,444,1,22,75,87,1
0,1,76998.0,1,1910,1,29,66,426,2
0,1,49854.0,1,380,0,18,49,447,1
0,1,60585.0,2,736,1,30,50,556,2
0,0,42873.0,2,269,0,15,71,710,1
0,1,87679.0,0,2524,4,29,33,523,2
0,1,57867.0,1,612,0,25,43,721,2
0,1,35765.0,1,75,0,8,31,415,1
0,1,65492.0,0,1045,0,26,62,340,2
0,0,32952.0,1,55,0,6,44,719,1
0,1,53374.0,1,1064,2,21,52,868,2
0,1,71706.0,1,1443,0,25,62,779,2
0,1,68487.0,0,1366,0,30,33,718,2
0,1,53253.0,2,436,0,19,46,425,1
0,0,31163.0,1,38,0,5,48,322,1
0,1,42014.0,1,436,1,20,44,867,1
0,1,54108.0,2,747,0,32,48,965,2
0,0,49667.0,0,1396,2,22,66,864,2
0,1,63206.0,0,928,1,14,47,287,2
0,1,57136.0,2,642,0,26,49,481,2
0,1,46772.0,1,1048,1,30,46,904,2
0,1,78931.0,0,943,0,24,50,433,2
0,1,53977.0,1,907,0,27,63,513,2
0,1,84219.0,0,1198,0,18,33,333,2
0,0,46098.0,2,120,0,11,46,866,1
0,1,73538.0,1,1658,0,26,56,767,2
0,1,79529.0,0,1638,0,22,35,249,2
0,1,20981.0,0,73,1,7,44,611,1
0,0,51766.0,1,275,0,12,41,59,1
0,1,55759.0,1,854,0,26,59,764,2
0,1,33039.0,1,78,0,7,43,479,1
0,1,37787.0,1,106,0,7,49,468,1
0,0,27242.0,1,106,1,7,51,781,1
0,0,87188.0,0,1923,1,19,38,666,2
0,1,69930.0,0,1662,0,22,50,585,2
0,0,37697.0,1,84,0,7,45,183,1
0,1,37401.0,1,48,0,7,48,210,1
0,0,3502.0,1,5,0,0,48,628,1
0,1,58597.0,2,733,0,32,45,772,2
0,0,82032.0,0,1234,0,17,73,242,2
0,1,28087.0,2,112,0,9,63,780,1
0,0,74004.0,0,1658,3,15,34,311,2
0,1,19740.0,1,55,0,7,61,648,1
0,1,57036.0,1,1513,1,26,46,780,2
0,1,53083.0,2,271,1,17,63,596,1
0,1,69283.0,1,904,0,27,46,201,2
0,0,46098.0,2,120,1,11,46,866,1
0,1,23331.0,1,103,0,8,33,997,1
0,0,23331.0,1,269,0,17,33,966,1
0,0,9255.0,1,22,0,5,32,377,1
0,0,67786.0,0,1156,1,16,62,538,2
0,1,71969.0,1,1086,1,19,50,807,2
0,0,59235.0,1,1128,0,28,54,396,2
0,1,31928.0,1,72,0,9,32,279,1
0,1,74881.0,2,964,0,27,60,516,2
0,1,65819.0,0,1383,0,20,43,763,2
0,0,51411.0,3,18,0,4,68,585,1
0,0,51983.0,1,793,0,24,57,853,2
0,1,42386.0,1,100,0,7,35,718,1
0,1,30390.0,0,80,0,6,34,691,1
0,0,30983.0,0,167,1,8,58,842,1
0,0,66033.0,1,677,0,20,64,711,2
0,1,37284.0,2,23,0,4,46,643,1
0,0,57530.0,1,92,0,7,70,387,1
0,1,76800.0,0,641,0,16,56,151,2
0,1,63943.0,1,1106,0,17,65,1057,2
0,1,76081.0,0,1033,1,14,59,223,2
0,1,67445.0,1,1174,0,32,47,754,2
0,1,37054.0,2,25,0,6,54,473,1
0,1,47175.0,2,240,2,17,59,795,1
0,0,31859.0,1,20,0,4,45,566,1
0,0,27215.0,3,102,0,11,60,708,1
0,0,70179.0,1,1034,0,26,45,529,2
0,1,39922.0,1,156,0,9,38,686,1
0,1,49681.0,2,458,0,21,45,630,1
0,1,24645.0,1,17,0,4,33,1086,1
0,0,79865.0,1,792,0,21,67,197,2
0,1,44322.0,1,92,0,8,36,199,1
0,0,47958.0,1,407,0,16,69,712,1
0,0,63972.0,1,1269,1,23,57,1054,2
0,1,75315.0,1,841,0,23,67,261,2
0,1,55517.0,2,633,1,23,71,826,2
0,1,75283.0,3,1019,0,25,64,645,2
0,0,82800.0,0,1315,3,26,75,768,2
0,1,38998.0,2,54,0,8,67,1026,1
0,0,90638.0,0,2525,2,18,30,322,2
0,1,27161.0,1,52,0,5,35,430,1
0,1,42014.0,1,436,1,20,44,867,1
0,1,38201.0,1,268,0,15,61,643,1
0,1,45203.0,2,147,1,8,39,284,1
0,1,81574.0,0,1798,2,18,74,248,2
0,1,34935.0,0,137,0,8,29,559,1
0,0,60482.0,1,507,0,17,45,708,1
0,1,34633.0,3,15,0,4,65,343,1
0,1,78093.0,0,1105,0,17,74,415,2
0,0,82460.0,0,974,0,15,71,688,2
0,1,45903.0,1,66,0,8,55,253,1
0,0,81361.0,0,778,1,27,34,310,2
0,0,35860.0,2,49,2,6,48,227,1
0,1,40442.0,2,169,1,12,69,865,1
0,1,61482.0,0,299,0,12,56,188,1
0,1,34968.0,1,221,0,17,41,454,1
0,1,75794.0,0,1682,1,25,34,373,2
0,1,31497.0,1,155,0,10,59,933,1
0,1,74268.0,0,892,0,13,66,686,2
1,1,13724.0,1,58,1,5,33,853,3
0,1,45143.0,1,311,0,15,56,493,1
0,0,52569.0,1,95,0,7,54,242,1
0,0,48432.0,1,424,1,19,48,805,2
0,1,17144.0,2,47,0,12,61,320,1
0,0,36108.0,1,339,1,15,37,443,1
0,1,76445.0,1,1410,0,21,50,825,2
0,1,36663.0,1,35,0,6,46,251,1
0,1,53843.0,1,562,0,20,56,553,2
0,1,90226.0,0,2352,1,24,65,827,2
0,0,70638.0,0,1334,1,20,66,725,2
0,1,44512.0,2,32,0,6,61,489,1
0,1,27116.0,2,41,0,7,60,332,1
0,1,54072.0,2,39,0,5,58,523,1
0,1,71855.0,1,1141,0,25,44,715,2
0,0,51250.0,1,710,1,24,31,642,2
0,1,60432.0,1,401,0,19,48,120,1
0,1,65526.0,1,506,0,17,57,58,1
0,0,68655.0,0,1538,0,21,33,815,2
0,1,12393.0,0,57,0,6,43,994,1
0,0,64509.0,0,1722,2,19,31,502,2
0,0,33955.0,1,270,0,15,46,480,1
0,1,31353.0,2,31,1,6,44,368,1
0,1,55434.0,1,882,0,24,37,601,2
0,1,28359.0,1,16,0,4,38,431,1
0,0,57100.0,1,311,0,14,34,228,1
0,1,69139.0,1,227,0,11,56,339,1
0,1,52973.0,1,1152,0,31,65,873,2
0,1,51717.0,1,122,1,8,56,499,1
0,1,18793.0,1,77,0,9,50,396,1
0,1,66664.0,0,1289,0,19,39,828,2
0,0,50664.0,2,561,0,24,62,715,1
0,1,54414.0,2,211,0,13,58,708,1
0,1,54549.0,1,233,0,12,69,304,1
0,0,47111.0,1,1092,0,21,50,875,2
0,0,41003.0,0,601,0,17,58,655,2
0,1,19444.0,1,54,1,10,39,313,1
0,1,36301.0,1,78,0,7,45,433,1
0,1,73059.0,1,1095,0,26,74,488,2
0,1,42731.0,1,244,0,13,52,437,1
0,1,52854.0,2,116,0,9,62,283,1
0,1,22775.0,1,15,0,4,43,561,1
0,1,46681.0,2,425,0,16,73,509,1
0,1,59821.0,1,734,0,26,66,393,2
0,0,50002.0,1,638,0,19,67,563,2
0,1,69755.0,0,894,0,22,76,690,2
0,1,44078.0,2,41,0,7,52,196,1
0,1,30560.0,1,31,0,5,45,553,1
0,1,35924.0,2,34,0,5,52,284,1
0,0,64140.0,2,1750,4,18,57,465,2
0,1,56386.0,2,612,0,25,40,796,1
1,1,24594.0,1,29,0,5,42,446,3
0,1,75774.0,1,823,0,21,40,330,2
0,0,39228.0,0,20,0,4,61,453,1
0,1,58494.0,1,396,0,16,47,385,1
0,0,58684.0,0,813,1,21,40,199,2
0,0,57136.0,0,1179,1,20,54,593,2
0,0,56551.0,2,138,0,10,71,180,1
0,1,22448.0,1,55,0,9,39,309,1
0,0,82014.0,0,1511,1,22,60,864,2
0,0,34213.0,2,117,1,9,58,906,1
0,1,157146.0,0,1730,0,28,44,612,2
0,0,25358.0,1,32,0,6,74,528,1
0,0,35544.0,1,67,0,6,43,151,1
0,1,36634.0,1,335,0,15,67,583,1
0,1,62670.0,1,825,0,22,67,333,2
0,1,50334.0,1,694,0,23,49,526,2
0,0,72066.0,0,1792,3,17,40,192,2
0,0,50729.0,2,496,0,24,63,695,1
0,1,34916.0,2,231,0,13,53,596,1
0,0,64892.0,1,902,0,24,45,217,2
0,0,43602.0,2,68,0,9,55,92,1
0,0,33996.0,0,71,0,6,32,418,1
0,0,41473.0,1,76,0,6,36,561,1
0,1,63246.0,2,772,0,22,54,499,2
0,1,36732.0,2,47,0,9,62,368,1
0,1,69084.0,1,1586,0,25,51,408,2
0,1,77766.0,1,1529,2,34,54,678,2
0,0,37929.0,0,265,3,13,36,520,2
0,1,86610.0,0,1603,0,18,70,602,2
0,1,80141.0,0,2091,2,22,35,426,2
0,1,72635.0,0,981,1,21,66,666,2
0,1,69016.0,1,1533,0,34,51,770,2
0,1,20193.0,0,82,0,7,30,764,1
0,1,27573.0,1,244,0,14,46,647,1
1,0,15862.0,1,36,0,5,42,553,3
0,1,49544.0,1,404,0,16,45,395,1
0,1,33228.0,1,71,0,6,41,343,1
0,1,70440.0,0,1572,1,23,43,509,2
0,1,38232.0,2,122,0,11,50,349,1
0,1,22554.0,2,41,0,10,66,1026,1
0,1,23536.0,1,10,0,4,38,270,1
0,1,49413.0,1,304,0,13,69,433,1
0,1,42231.0,2,37,0,5,52,282,1
0,0,78789.0,0,1754,1,16,41,876,2
0,1,56534.0,1,815,3,25,53,527,2
0,0,58350.0,1,1001,0,27,50,640,2
0,0,81217.0,0,1157,0,22,32,531,2
0,0,49090.0,1,688,0,21,70,531,2
0,0,61787.0,0,1319,0,19,34,573,2
0,1,18169.0,1,21,0,4,36,681,1
0,0,24336.0,1,31,0,4,40,857,1
0,1,18222.0,0,67,0,6,31,731,1
0,0,62335.0,1,708,0,21,69,588,2
0,1,42033.0,2,25,0,4,50,834,1
0,1,86580.0,0,746,1,11,38,673,2
0,0,41437.0,2,32,0,5,64,831,1
0,0,73705.0,2,1695,0,25,70,243,2
0,1,61064.0,1,1080,0,28,45,853,2
0,1,38452.0,2,72,0,9,66,277,1
0,0,18358.0,1,57,0,10,32,407,1
0,1,55012.0,1,660,0,25,48,286,2
1,1,9722.0,1,103,1,11,48,1056,3
0,1,38175.0,1,153,0,11,37,465,1
0,1,58656.0,1,1220,1,32,65,833,2
0,1,52117.0,1,279,0,13,56,868,1
0,1,64813.0,1,745,0,20,43,334,2
0,1,54222.0,1,264,0,12,48,363,1
0,1,83512.0,0,2157,5,22,35,198,2
0,1,77520.0,1,1526,4,23,62,491,2
0,1,41154.0,1,69,0,6,43,484,1
0,1,80398.0,0,1597,1,26,55,812,2
1,0,18746.0,1,64,0,8,29,217,3
0,1,35196.0,1,497,0,18,37,779,1
0,0,60230.0,1,1067,0,17,65,591,2
0,1,22108.0,2,31,0,7,44,149,1
0,1,44392.0,2,211,0,14,47,602,1
0,1,55424.0,1,877,2,25,45,767,2
0,1,17688.0,1,11,0,4,42,718,1
0,1,92491.0,0,2034,4,25,38,726,2
0,0,90273.0,0,1991,4,19,30,383,2
0,0,82571.0,0,1686,1,24,59,331,2
0,0,38513.0,1,324,1,17,39,338,1
0,0,16653.0,1,69,1,9,42,258,1
0,1,42586.0,2,252,1,16,66,794,1
1,0,23529.0,1,54,0,5,56,549,3
0,1,74881.0,2,964,0,27,60,516,2
0,1,71107.0,1,1327,0,28,70,683,2
0,1,46910.0,2,68,0,7,57,284,1
0,1,18690.0,0,60,0,5,62,734,1
0,0,37244.0,2,55,1,5,66,614,1
0,1,82427.0,0,1456,1,21,55,29,2
0,0,75342.0,1,563,0,18,63,575,2
0,0,70044.0,1,1504,0,26,67,682,2
0,0,79146.0,2,564,0,19,54,252,1
0,1,77437.0,0,1125,1,23,58,401,2
0,1,54984.0,1,358,1,17,62,222,1
0,1,42403.0,1,42,0,5,50,415,1
0,1,55761.0,1,184,1,10,57,252,1
0,1,37292.0,1,460,0,19,38,623,1
0,0,45576.0,0,145,1,8,76,218,1
0,1,70321.0,0,1376,1,25,74,715,2
0,0,58086.0,1,792,0,23,52,711,2
0,1,81795.0,0,1382,0,23,69,797,2
1,1,28389.0,0,28,0,4,74,772,3
0,1,66835.0,0,1033,0,24,75,460,2
0,0,69901.0,1,882,0,23,52,582,2
0,1,80360.0,0,2231,3,15,72,669,2
0,1,63342.0,1,1101,2,19,60,807,2
0,1,44989.0,1,369,0,16,47,753,1
0,0,31859.0,1,48,0,5,41,308,1
0,0,51569.0,1,467,2,19,72,395,2
0,0,30372.0,2,44,0,8,50,737,1
1,0,16014.0,2,38,0,10,42,655,3
0,1,41120.0,2,81,0,9,53,569,1
0,0,39763.0,1,167,1,10,50,633,1
0,1,38725.0,2,45,0,7,66,88,1
0,1,77981.0,1,664,0,21,49,585,2
0,1,62905.0,1,622,0,20,57,449,2
0,0,13533.0,1,48,0,7,42,455,1
0,1,59481.0,1,461,0,16,46,435,1
0,1,72117.0,1,1073,0,26,44,499,2
0,1,21955.0,1,55,0,8,35,541,1
0,1,67131.0,1,976,0,26,65,646,2
0,0,36802.0,1,20,0,5,41,199,1
0,1,71853.0,0,1149,0,17,39,514,2
1,1,28249.0,0,43,0,6,60,200,3
0,1,47808.0,1,224,1,10,46,438,1
0,0,25509.0,1,101,1,9,47,835,1
0,1,51012.0,0,209,0,10,75,623,1
0,0,70596.0,0,968,0,21,36,966,2
0,1,85431.0,0,1165,0,17,69,513,2
0,1,42664.0,1,24,0,5,54,289,1
0,1,42586.0,2,252,1,16,66,794,1
0,0,29760.0,1,165,0,12,36,855,1
0,1,28973.0,0,269,0,13,44,810,1
0,1,39435.0,1,102,0,7,48,572,1
0,1,65370.0,0,461,0,19,37,723,2
1,0,20194.0,1,47,0,7,42,745,3
0,0,42473.0,2,144,0,10,45,318,1
0,1,64590.0,0,1338,0,24,53,809,2
0,1,71232.0,1,917,0,25,62,399,2
0,1,34600.0,2,318,1,17,50,730,1
0,0,46904.0,2,253,0,14,54,1026,1
0,1,49094.0,1,502,0,20,48,832,1
0,1,36075.0,1,119,0,7,38,476,1
0,1,60839.0,2,1250,0,29,42,856,2
0,1,77298.0,1,969,0,24,42,689,2
0,1,34026.0,2,76,0,9,71,603,1
